id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,vin,drive,size,type,paint_color,image_url,description,state,lat,long
7040745954,https://lansing.craigslist.org/ctd/d/lansing-2009-ford-f150-f-truck-grey/7040745954.html,lansing,https://lansing.craigslist.org,0,2009.0,ford,f-150,excellent,8 cylinders,gas,206495.0,clean,automatic,1FTPW14V09FB18312,4wd,mid-size,truck,grey,https://images.craigslist.org/00404_jSyGSeKr7qM_600x450.jpg,"2009 Ford F-150    â° Contact Information:  â â¶ (517) 258-3192 â Use extension 0113 when prompted.   Address: RPM Lansing Cedar Street 5436 S Cedar St Lansing, MI 48911    â° Vehicle Details:  â  Year: Â Â Â Â  2009 â  Make: Â Â  Ford â  Model:Â Â  F-150 â  Series:Â Â Â   â  Miles: Â Â  206495 â  Stock #: LS-B18312 â  VIN: Â Â Â Â  1FTPW14V09FB18312 â  Exterior Color: Grey â  Interior Color:   2009 FORD F-150, grey, 206,495 miles, VIN: 1FTPW14V09FB18312, 2009 Ford F-150   Equipment / Features:     DISCLAIMER:  While every reasonable effort is made to ensure the accuracy of the information for this 2009 Ford F-150 , we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with RPM Lansing Cedar Street at (517) 258-3192. â»  2009 Ford F-150  || 13655221 || 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 || Ford || F-150 ||  || Ford F-150 || Used Cars || Used Car || Lansing || Used Lot || Bad Credit || No Credit || Financing || Ford F-150  || F-150 || F-150  F150 F150 F 150 F-150 truck  F150 Hard to Find    5172583192",mi,42.6788,-84.5481
7048798348,https://charlotte.craigslist.org/ctd/d/charlotte-2014-nissan-sentra/7048798348.html,charlotte,https://charlotte.craigslist.org,6500,2014.0,nissan,sentra,excellent,4 cylinders,gas,61000.0,clean,automatic,3N1AB7AP7EY296279,fwd,full-size,sedan,white,https://images.craigslist.org/00a0a_kA3clPNHsTk_600x450.jpg,"NO ACCIDENT, CLEAN TITLE  GREAT VALUE This vehicle offers great bang for your buck!  This vehicle earned a five-star side crash rating from the NHTSA.  Engine Type: 4-Cyl, 1.8 Liter  MPG: 30 City / 39 Hwy  Exterior Color:White  Interior Color: Black  Transmission: Automatic, CVT W/Xtronic  Drivetrain:FWD  Doors: 4 Door Sedan  Number of Keys: 2  BRAKING AND TRACTION: Traction Control, Vehicle Dynamic Control, ABS (4-Wheel)  COMFORT AND CONVENIENCE: Power Windows, Power Door Locks, Keyless Entry, Air Conditioning  STEERING: Power Steering, Tilt & Telescoping Wheel  SAFETY AND SECURITY: Dual Air Bags, Side Air Bags, F&R Head Curtain Air Bags  ENTERTAINMENT AND INSTRUMENTATION: AM/FM Stereo, CD/MP3 (Single Disc), Bluetooth Wireless  WHEELS AND TIRES: Alloy Wheels",nc,35.2827,-80.7241
7046480030,https://poconos.craigslist.org/cto/d/dingmans-ferry-2008-ford-fusion/7046480030.html,poconos,https://poconos.craigslist.org,3850,2008.0,ford,fusion,good,6 cylinders,gas,160000.0,clean,automatic,,4wd,mid-size,sedan,blue,https://images.craigslist.org/00707_3BAyQd1rJOS_600x450.jpg,"FOR SALE 2008 FORD FUSION FULLY LOADED,LEATHER INTERIOR. NEW MOTOR 95,000 MILES. ALL NEW BRAKES AND ROTORS. TRANSMISSION HAS BEEN SERVICED.  ALL WHEEL DRIVE. PLEASE CONTACT JIM AT  show contact info .",pa,41.24,-74.938
7048403232,https://philadelphia.craigslist.org/ctd/d/hightstown-2008-honda-accord-lx-coupe/7048403232.html,philadelphia,https://philadelphia.craigslist.org,7800,2008.0,honda,accord,excellent,4 cylinders,gas,68564.0,clean,automatic,1HGCS12338A026085,fwd,full-size,coupe,black,https://images.craigslist.org/00V0V_j8KvDUqYi1N_600x450.jpg,"Visit our Website: www.gmotorsusa.com for more pictures, details and special offers!  ð Our Address is: 6 Bentley Road Monroe, NJ 08831  We're located off of Exit 8 on the NJ Turnpike!! Take Rt-33 East / We're on the left-hand side after 4 lights!  âHours of operation Monday - Saturday 9:00am- 7:00pm  ð Sales Number: (929)237-3310, Steven                                  (609)733-2223, Sergio (Habla Espanol)  ð± Main Office Number: (609)448-2111  ð  Fax: (609)448-2113  Follow us on Facebook: @gmotorsusa609 Insta: g_motors_usa  APPLY HERE FOR FINANCING (copy and paste to web bar) https://gmotorsusa.dealerwebsite.com/securecreditapp  Service Contracts (warranty) available for an extra charge! 3, 6, or 12 months Power-train - Full.  If it's cash or finance, we always give the best deals!  Click Link below for FULL details and over 50 pictures: http://gmotorsusa.com/165294/2008-Honda-Accord-LX-S-Coupe-AT  Body: COUPE 2-DR  Engine: 2.4L L4 DOHC 16V  Trans: 5-Speed Automatic  Drive: FWD  Ext. Color: Black  Int. Color: Black  Mileage: 68,564  Stock No: 08accord  VIN: 1HGCS12338A026085  1 Owner / Clean title on hand.  Excellent condition.  Inspected and drives perfectly  2 door coupe  Premium soft materials  2-Tone interior  Bluetooth connectivity  Large trunk compartment  Great audio system  Low mileage  Financing is available  Call Sergio for more info! (609)733-2223.  Mechanical & Powertrain 2.4L DOHC MPFI 16-valve i-VTEC I4 engine  Active noise cancellation  Drive-by-wire throttle  Direct ignition system  5-speed automatic transmission  Front wheel drive  Double wishbone front suspension  Independent multi-link rear suspension  Front & rear stabilizer bars  Front shock tower bar  Variable pwr rack & pinion steering  Pwr ventilated front/solid rear disc brakes  Chrome exhaust finisher  Safety Dual-stage, dual-threshold front airbags  Dual-chamber front side airbags w/passenger-side occupant position detection system  Side curtain airbags, front & rear  3-point seat belts in all seating positions-inc: front automatic tensioning system  Outboard lower anchors & tethers for children (LATCH)  Rear center child seat tether anchor  Emergency trunk release  Side-impact door beams  Interior Cloth front bucket seats-inc: driver seat manual height adjustment, passenger-side ""walk-in"" feature  Fold-down rear seatback  Driver & front passenger active head restraints  Center console w/sliding armrest, storage compartments  Tilt & telescopic steering column  Instrumentation-inc: backlit gauges, tachometer, digital odometer, (2) digital trip meters  Warning lights-inc: door & trunk open, fuel, coolant temp, low oil pressure, low brake fluid, Vehicle Stability Assist (VSA) on, passenger-side airbag shut-off  Maintenance Minder system  Tire pressure monitoring system  Remote fuel filler door release  Security system  Immobilizer theft-deterrent system  Air conditioning w/air filtration system  Rear window defroster  Illuminated lockable glove box  Front & rear beverage holders  Coin box  (2) 12V pwr outlets  Side door pockets  Sunglasses holder  Dual illuminated visor vanity mirrors  Map lights, front  Cargo area light  Dual front seatback pockets  Exterior P225/50VR17 all-season tires  Compact spare tire  Body-colored rocker panels  Body-colored bumpers  Projector beam halogen headlamps w/auto-off  Body-colored pwr mirrors  Chrome window trim  Variable intermittent windshield wipers  Body-colored door handles                                                                                                                                                                                                                                                                                                                          Camry Corolla Chevy Cruz Chevy Volt Ford Focus Taurus Fusion C Class Mercedes BMW 3 series Altima Sonata Elantra Altima Sentra NEED GONE NOW NEED GONE ASAP NEED GONE TODAY Uber Certified",pa,40.266999999999996,-74.4625
7034693651,https://bakersfield.craigslist.org/ctd/d/riverside-2015-chevrolet-silverado-1500/7034693651.html,bakersfield,https://bakersfield.craigslist.org,16995,2015.0,chevrolet,silverado 1500,good,6 cylinders,gas,118814.0,clean,automatic,1GCRCPEH5FZ369642,rwd,full-size,truck,white,https://images.craigslist.org/00R0R_6W2zKTtYPvn_600x450.jpg,"2015 Chevrolet Silverado 1500 Work Truck Double Cab 2WD - $16,995  Year: 2015 Make:Chevrolet Model:Silverado 1500 Trim:Work Truck Double Cab 2WD Mileage:118,814 Stock #:369642 VIN:1GCRCPEH5FZ369642 Trans:Automatic Color:White Vehicle Type:Truck State:CA Drive Train:2WD Engine:4.3L V6 OHV 12V  Notes   Vehicle Options Air ConditioningAutomatic HeadlightsCargo Area TiedownsDaytime Running LightsDriver AirbagElectronic Brake AssistanceFront Side AirbagFront Split Bench SeatFull Size Spare TireInterval WipersLocking Pickup Truck TailgatePassenger AirbagRun Flat TiresSide Head Curtain AirbagSteering Wheel Mounted ControlsTire Pressure MonitorTraction ControlTrip ComputerVehicle Stability Control SystemABS BrakesAM/FM RadioCruise ControlPower Door LocksTachometerTilt SteeringTilt Steering Column  Americar Auto Finance - Moreno Valley  Erick  21085 Box Springs RD  Moreno Valley  CA 92557 951-443-5000BatchID: F12K8GAMV9ID: 13668736",ca,33.9464,-117.295
7046760204,https://appleton.craigslist.org/ctd/d/neenah-2012-jeep-grand-cherokee/7046760204.html,appleton-oshkosh-FDL,https://appleton.craigslist.org,13995,2012.0,jeep,grand cherokee,excellent,6 cylinders,gas,135953.0,clean,automatic,,4wd,full-size,SUV,white,https://images.craigslist.org/00b0b_5xd6bRBxzfi_600x450.jpg,2012 Jeep Grand Cherokee Overland 4x4 4dr SUV 135935 Miles. This local new car trade in runs and drives awesome and is super loaded including Navigation. The front windshield is in excellent condition. The paint is in great shape and condition. No dings are visible on this vehicle. The tires are slightly worn with about 75% of tread life left. The interior was well maintained and is extra clean. The exterior was well maintained and is extra clean. The engine is functioning properly and has no issues. This vehicle has no previous collision damage. The transmission shifts very smoothly. The brakes are in great condition. The battery is in good condition. The car was previously owned by a non smoker. A full size spare is included with this vehicle.,wi,44.2162,-88.4447
7047936350,https://stlouis.craigslist.org/ctd/d/crystal-city-200-gift-card2012-honda-cr/7047936350.html,"st louis, MO",https://stlouis.craigslist.org,250,2012.0,honda,cr-v,like new,4 cylinders,gas,138945.0,clean,automatic,5J6RM4H70CL080062,4wd,mid-size,SUV,white,https://images.craigslist.org/00J0J_5PrQV0UROAW_600x450.jpg,"FREE $200 GIFT CARD!!! Happy New Year! We would love to give you a FREE $200 VISA GIFT CARD with the purchase of any vehicle until JANUARY 31st! Start the year off right! Call or Text Rick- 314-226-7261  2012 HONDA CR-V EX-L AWD 138,945 Miles 2 OWNER WITH NO ACCIDENTS *LOCAL CAR   ***This Honda CR-V will come with a 1 Year or 15,000 Powertrain Warranty. This covers the Engine, Transmission, and Axles. We can offer extended warranties up to 5 years!!! Comes with a Safety and Emissions Inspection and a 30 day Temp Tag!  ***WE TAKE TRADE-INS***WE OFFER FINANCING OPTIONS***  OPTIONS INCLUDE: -2.4L V6 -Automatic Transmission with overdrive! -Leather Seats -Heated Seats -Power Moon Roof -Bluetooth Wireless -Alloy Wheels, Tow Pkg -Back Up Camera -Rear Parking Sensors -Roof Rack -Fog Lights -Hill Start Assist -Traction Control -Stability Control -4 Wheel ABS Brakes -Anti-Theft System, Keyless Entry -Cold AC and Hot Heat, Rear AC -Tilt and Telescoping Steering Wheel -Premium Sound System, Steering Wheel Controls, XM Radio -Front and Side Airbags, Side Curtain Airbags, Front and Rear Head Curtain Airbags -Dual Power Seats -Daytime Running Lights, and much more!  ***The Example payment of $250 a month is calculated based on $1250 Down with approved credit***  ***FINANCING AVAILABLE FOR GOOD AND NOT GOOD CREDIT SITUATIONS***  *** You must mention this ad at the time of purchase to qualify for the gift card***",il,38.2308,-90.3881
7047290284,https://cincinnati.craigslist.org/cto/d/new-richmond-1999-chevy-suburban-lt-2500/7047290284.html,cincinnati,https://cincinnati.craigslist.org,7000,1999.0,chevrolet,suburban,good,8 cylinders,gas,116000.0,clean,automatic,,4wd,full-size,truck,grey,https://images.craigslist.org/00o0o_2xLwl0XQ7cH_600x450.jpg,"1999 Chevy suburban 2500 (K2500)  2nd owner  Truck is originally from California Leather seats  3 row seating  116xxx miles  Barn door rear hatch 7.2 v8 (gas)  Clean title  Truck is in great condition. New water pump, radiator and hoses, new heater hose, new alternator, new upper and lower ball joints, new fuel pump. Comes with a binder of paper work of all the work done. Asking $7000 obo No trades",oh,38.9537,-84.2379
7037686165,https://daytona.craigslist.org/ctd/d/orlando-2018-toyota-camry-le-729-down/7037686165.html,daytona beach,https://daytona.craigslist.org,1,2018.0,toyota,camry,excellent,4 cylinders,gas,5748.0,clean,automatic,4T1B11HK3JU590539,fwd,compact,sedan,black,https://images.craigslist.org/01616_cRUkzgdSedT_600x450.jpg,"CREDIT AMNESTY!Â  PAYMENTS AS LOW AS $99 A MONTH!! SE HABLA ESPANOL !!OPEN SUNDAY!!Â ASK ABOUT 90 DAYS TILL FIRST PAYMENT!ALL TRADES ACCEPTED!!www(.)WORLDAUTOSINC(.)com - CALL MARK (407) 770-7123CALL US DIRECTLY AT (407) 412-6944Â WORLDAUTO786 @ yahoo(.)com6231 SOUTH ORANGE BLOSSOM TRAIL, ORLANDO, FL 32809Â RIGHT BY THE FLORIDA MALL!!! DRIVE IT HOME TODAY! CALL OR TEXT TO MAKE AN APPOINTMENT AND CONFIRM AVAILABILITY! CALL OR TEXT MARK (407) 770-7123, SI HABLA ESPANOL (407) 770-7123 ASK FOR MARK OR JAMES!! OR VISIT WWW(.)WORLDAUTOSINC(.)COM Stop by Our Dealership Today To See This One In Person!! Our Friendly Staff Can Assist You With Any Questions or Concerns You May Have On Any Of Our Quality Vehicles.  We have over 35 Lenders available to help with your needs! Over 25 Sub-Prime banks to help with our Second Chance customers! Prime Lenders available to ALL! Credit Unions also available to our Top Tier customers! Our Experienced Staff are Ready to Assist You With All Your FINANCING Needs.  Down Payments Start As Low As $0 (Ask about our ZERO $ DOWN Program)  Ask about the $500 CASH BACK program with ZERO DOWN. CALL NOW for more information  We Pay TOP DOLLAR for your TRADE-IN and accept all makes and models  First payment in 45 DAYS or UP TO 90 DAYS!! We are the BANK WE ALSO HAVE A GREAT BUY HERE PAY HERE PROGRAM FOR EQUITY BUYERS!! FREE Transportation to anywhere in the United States   -WE FINANCE EVERYONE- GOOD/BAD/NO CREDIT- NO SOCIAL - NO TAX ID - NO EINÂ - NO JOBÂ - WE ACCEPT ALL FORMS OF PAYMENTS & CURRENCIESÂ -Â NO PROBLEM!!!-INTERNATIONAL BUYERS PROGRAMÂ - NO PASSPORT REQUIREDÂ - ANY ID WORKSÂ - OUT OF STATE CUSTOMER PROGRAMÂ - INTEREST FREE FINANCING*Â -Â SKIP THE LINE, APPLY ONLINE!-WE SHIP WORLD-WIDE DIRECTLY TO YOUR DRIVEWAY OR DOORSTEP!-WE HAVE A PROGRAM FOR EVERY CREDIT SITUATION- APPROVED! -COMPETITIVE RATES- LOW DOWN PAYMENTS- LOW MONTHLY PAYMENTS! -SECOND-CHANCE FINANCING- FOR THE CREDIT CHALLENGED! -FIRST TIME BUYER'S PROGRAM- FOR PEOPLE WITH NO CREDIT! -HAND PICKED, LOW MILEAGE, CLEAN VEHICLES- BEST PRICES IN TOWN! -OPEN OR DISCHARGED BANKRUPTCIES APPROVED!! -EXTENDED WARRANTIES FINANCEABLE! TRADE-INS WELCOME! WE BUY USED CARS!  2018 Toyota Camry LE - $19,999  2018 - Toyota - Camry - LE with 5,748 miles.  Stock #: 590539 VIN: 4T1B11HK3JU590539   It has a FWD Automatic Transmission with Black Exterior.     ENGANCHE TAN BAJOS COMO $0 (PREGUNTAR DEL PROGRAMA DE ZERO DE ENGANCHE).  Nosotros Pagamos EL DOLLAR MAS ALTO Por Su INTERCAMBIO DE VEHICULO y aceptamos todas las marcas y modelos.    *FINACIAMOS A TODOS-BUENO/MALO/NO CREDITO-NO HAY PROBLEMA  *TENEMOS UN PROGRAMA PARA TODA CLASE DE SITUCION DE CREDITO-APROVADO!  *TARIFAS COMPETIVAS-PAGOS INICIALES BAJOS- PAGOS MENSUALES BAJOS * SEGUNDA OPORTUNIDAD DE FINANCIACION- PROBLEMAS DE CREDITO!  *PROGRAM PARA PRIMER COMPRADOR-PARA PERSONA SIN CREDITO!  *ESCOGIDO PERSONAL, BAJO EN KILOMETRAJE, VEHICULOS LIMPIO- LOS MEJORES PRICIOS EN EL PUEBLO!  *TAMBIEN TENEMOS FINANCIAMIENTO DISPONIBLE PARA PERSONAS CON BANCA ROTA! *GARANTIAS EXTENDIDAS DISPONIBLES-INTERCAMBIO DE VEHICULO BIENVENIDO! COMPRAMOS VEHICULOS USADOS!  *HABLAME LLAMAME AHORA! (407) 770-7123 PREGUNTA POR JON!!!!                                       All offers, deals are based upon approved credit, NOT EVERYONE QUALIFIES. WEEKLY PAYMENTS ARE BASED UPONÂ  4.9 APR at 84 month term. All Internet special prices listed are subject to change. Down payments may vary based upon your income and credit score. Please call to make appointment and confirm availability!                         BatchID: 0259TMGBGVID: 11793336",fl,28.4661,-81.3964
7048145971,https://kansascity.craigslist.org/cto/d/odessa-2004-toyota-camry/7048145971.html,"kansas city, MO",https://kansascity.craigslist.org,1200,2004.0,toyota,camry,excellent,4 cylinders,gas,295000.0,clean,automatic,,fwd,mid-size,sedan,silver,https://images.craigslist.org/00g0g_baXjzRLeDSG_600x450.jpg,"2004 Toyota Camry, drives good runs good well taken care of camry but it does need head gasket replaced. There is no antifreeze in the oil it is just bypassing through the exhaust. You can test drive it, it goes for about 30 or 40 minutes driving and then it starts heating up some as antifreeze gets low. I was planning on keeping it because it is so nice and drives good but I am not going to have the time to do new head gasket.",ks,39.0092,-93.9539
7049825626,https://atlanta.craigslist.org/atl/ctd/d/monroe-2010-honda-cr-ex-leather-sunroof/7049825626.html,atlanta,https://atlanta.craigslist.org,10981,2010.0,honda,cr-v,excellent,4 cylinders,gas,91743.0,clean,automatic,5J6RE3H74AL004610,fwd,mid-size,SUV,blue,https://images.craigslist.org/00o0o_doMm92EH3ST_600x450.jpg,"2010 Honda CR-V EX-L Leather Sunroof Automatic One Owner - $10,981 	Southern Roads Auto 	1746 GA-138 	Monroe, GA 30655 	Follow the link below for more info: 	http://www.southernroadsauto.com/vehicle_pages/5j6re3h74al004610-2010-honda-cr-v-exl-leather-sunroof-one-owner-used-suv-monroe-ga.shtml 	ð¥ð¥ð¥ Call Us! 770-294-5815 ð¥ð¥ð¥ 		â One Owner Vehicleâ Low Milesâ Non-Smokerâ Never Wreckedâ Multi-Point Quality Inspectedâ Extended Warranty Availableâ Fully Equippedâ Fuel Efficient - Saves on Gasâ Sporty Handlingâ Mechanically Perfectâ Perfect Interiorâ Clean Exteriorâ Free Carfax Report Availableâ Carfax Dealer Certified Used Carâ Carfax One Owner Certified 	VEHICLE DETAILS: 	Stock Number: 10505 	Engine: 2.4L 4 cyl 	Transmission: Automatic 	Drive Train: FWD 	Body: SUV 	Doors: 4DR 	Fuel Type: Gasoline 	Miles: 91,743 	Exterior: BLUE 	Interior: GRAY  	VEHICLE OPTIONS: 	AM/FM CD/MP3, Active Seatbelts, Alarm, All Wheel ABS, Daytime Running Lights, Dual Front Airbags, Head Airbags, Immobilizer, Power Sun/Moon Roof, Rear Head Airbags, Satellite, Tilt Wheel, AM/FM Stereo, Adjustable Seats, Air Bag(s), Air Conditioning, Anti-Lock Brakes, Bluetooth, Body Side Moulding, Center Console, Child Proof Locks, Climate Control, Cruise Control, Disc Brakes, Dual Climate Control, Fog Lights, Fold Down Rear Seat, Front Bucket Seats, Full Carpeting, Heated Mirror(s), Heated Seats, Keyless Entry, Leather Upholstery, Luggage Rack, MP3 Player, Map Light, One-Touch Power Windows, Power Brakes, Power Locks, Power Mirror(s), Power Outlets (12V), Power Seats, Power Steering, Power Windows, Premium Sound System, Premium Wheels, Rear Defroster, Rear Window Wiper, Reclining Front Seats, Remote Fuel Door, Remote Trunk Release, Satellite Radio, Security System, Side Airbags, SiriusXM, Stability Control, Sunroof, Tachometer, Tinted Glass, Tire Pressure Monitoring System, Towing Package, Traction Control, Trip Computer, Vanity Mirrors 	VEHICLE DESCRIPTION: 	This HONDA CR-V EXL Leather Sunroof One Owner is reliable and stylish.  It will ease your mind knowing you are making a great investment. It is a super clean one-owner SUV, one of the best that we have ever seen. Want a SUV with low miles?  This HONDA CR-V EXL Leather Sunroof One Owner has exceptionally low miles with the odometer reading at 91,743. The interior of this beautiful HONDA CR-V EXL Leather Sunroof One Owner is completely smoke free. We performed a thorough MULTI-POINT INSPECTION on this and every vehicle that we offer for sale to assure your complete satisfaction. Our customer's safety is important to us.  We guarantee that this vehicle has never suffered damage from a wreck. Under the hood of this SUV rests a fuel efficient 2.4L 4 cyl engine that works to keep your wallet closed. Make driving fun again with the exhilaration of a sports suspension that is precision tuned to grip the road. Get all the power, safety, and convenience rolled into one with this HONDA CR-V EXL Leather Sunroof One Owner. We have checked and double checked the mechanics of this SUV to make sure it is perfect. Enjoy your new ride knowing the interior could pass a 'white glove' test as it has been well cared and has no damage or stains. All in all the exterior is in great shape with no rust, dings or dents other than the usual minuscule scuff or two that require close scrutiny to even notice. Ask about getting a free CARFAX report on this or any other vehicle that we have for sale. Buyer confidence is important to us and to prove this we have gone to great lengths to become a CARFAX CERTIFIED dealership. Every car we sell comes with a CARFAX report. According to their latest, this SUV is a one-owner vehicle. Still not sure? Ask about our extended warranty. With amazing deals at Southern Roads Auto, you will be sure to drive away smiling. We are conveniently located near Flowery Branch.  	2010 Honda CR-V EX-L Leather Sunroof Automatic One Owner - $10,981 	Follow the link below for more info: 	http://www.southernroadsauto.com/vehicle_pages/5j6re3h74al004610-2010-honda-cr-v-exl-leather-sunroof-one-owner-used-suv-monroe-ga.shtml 	ð¥ð¥ð¥ Call Us! 770-294-5815 Or 770-267-0770 ð¥ð¥ð¥ 	Southern Roads Auto 	1746 GA-138 	Monroe, GA 30655 	This vehicle is subject to prior sale. The pricing, equipment, specifications, and photos presented are believed to be accurate, but are provided ""AS IS"" and are subject to change without notice. Fuel economy figures (if shown) are provided from EPA mileage estimates. Your actual mileage will vary, depending on specific options selected, overall condition of the vehicle, and your personal driving habits. Any payment or financing offer is with lender approval pending a credit check of the borrower. All prices and payments indicated do not include sales tax, vehicle tag/title/registration fees, or processing fee. Please see a salesperson with any questions you might have before making any purchase commitment on this or any other vehicle we have for sale. FOR 100 PHOTOS OF THE CAR AND THE FREE CARFAX REPORT PLEASE CHECK OUT OUR WEBSITE WWW.SOUTHERNROADSAUTO.COM PLEASE CALL OR TEXT CHAD CANNON @ 770-294-5815",ga,33.7791,-83.7746
7033242444,https://columbiamo.craigslist.org/ctd/d/fulton-2007-toyota-prius-hybrid-back-up/7033242444.html,columbia / jeff city,https://columbiamo.craigslist.org,2500,2007.0,toyota,prius,good,4 cylinders,hybrid,288000.0,clean,automatic,JTDKB20U577627070,fwd,mid-size,hatchback,silver,https://images.craigslist.org/01414_5aCLepy2PC5_600x450.jpg,"2007 Toyota Prius Hybrid with Push Button Start/Key-less Entry, Back-up Camera, Auxiliary Audio, Climate Control/Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM/CD, Dual front/side/curtain Airbags with an excellent safety rating, All Wheel ABS and 40/60 Rear Fold Down Seats for additional Cargo room.  If interested, please call 573-220-2160 or 573-642-1000 Thank you!   Dealer Name:  MPG Auto LLc. 1004 US-BUS 54, Fulton, MO 65251 Tel: 5736421000",mo,38.835,-91.9562
7037519448,https://delaware.craigslist.org/cto/d/garnet-valley-2007-camry-hybrid-with/7037519448.html,delaware,https://delaware.craigslist.org,7200,2007.0,toyota,camry,excellent,4 cylinders,hybrid,71370.0,clean,automatic,,fwd,full-size,sedan,blue,https://images.craigslist.org/00i0i_8ONLw5pKipF_600x450.jpg,"2007 hybrid camry well maintained.  Less driven (71,370) for the age and great gas mileage (~38 mpg depending on driving) , good condition ...no mechanical problems with the car.  Comes with more than $2000 in upgrades:  1)Apple CarPlay and Android Auto, SIRI / GOOGLE voice integration.  2) Back up Camera  3) Premium JBL sound system.  This Car is 50th anniversary special edition which comes with power driver seat , automatic sun roof.  Letting go as I need to upgrade to a van. Slightly Negotiable",de,39.8191,-75.4614
7049548036,https://louisville.craigslist.org/ctd/d/louisville-sunroof-2012-ford-150-king/7049548036.html,louisville,https://louisville.craigslist.org,18995,2012.0,ford,f-150,excellent,6 cylinders,gas,115795.0,clean,automatic,1FTFW1ET8CKD21908,4wd,full-size,truck,black,https://images.craigslist.org/00505_9xfpZGm1uro_600x450.jpg,"Quality Pre Owned Cars Trucks and SUV's at Fantastic Prices - burnsautomart 'dot' com****3 to 5 year, 100,000 Mile WarrantiesÂ available on ALL of our Quality Pre Owned Vehicles with $0 Deductible****Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â Â $0-Down 0 Payments up to 90 Days Available2012 Ford F-150 King Ranch SuperCrew 6.5-ft. Bed 4WD - $18,995 Year: 2012 Make: Ford Model: F-150 VIN: 1FTFW1ET8CKD21908 Stock # D21908 Mileage: 115,795 Color: Black Trim: King Ranch SuperCrew 6.5-ft. Bed 4WD Engine: 3.5L V6 TURBO Trans: Automatic Seller's Comments:CALL JOHN HAROLD AT BURNS AUTO MART 6313 PRESTON HWY LOUISVILLE KY 40219 502-386-3157 OR GO TO BURNSAUTOMART 'dot' COM FOR A GREAT SELECTION OF QUALITY PRE-OWNED CARS TRUCKS AND SUV's ALL MAKES AND MODELS  ARE ELIGIBLE FOR UP TO A 4YR-48,000 MILE WARRANTY THAT'S GOOD AT ANY ASC CERTIFIED FACILITY IN USA . BURNS AUTO ALSO HAS FINANCING FOR EVERYONE . PRIME BANK AND CREDIT UNION RATES START AS LOW AS 1.49% . WE ALSO HAVE PLANS AVAILABLE WITH $0 DOWN AND 0 PAYMENTS FOR 90 DAYS & FIRST TIME BUYER AND CO-SIGNER PROGRAMS . CREDIT RE-BUILDER PROGRAMS WITH INSTANT APPROVAL AS WELL , JUST APPLY ONLINE . MASTER CARD AND VISA ARE ACCEPTED AS WELL  Vehicle Options: 4x4Adjustable PedalsAir ConditioningAlarm SystemAlloy WheelsAM/FMAnti-Lock BrakesAutomatic Climate ControlAutomatic HeadlightsAux Audio JackBack Up SonarBackup CameraBed CoverBedlinerBluetoothBucket SeatsCargo Area TiedownsCD ChangerChild Safety Door LocksChrome WheelsDriver AirbagDriver Multi-Adjustable Power SeatElectrochromic Interior Rearview MirrorFog LightsFront Air DamFront Power Lumbar SupportFront Power Memory SeatFront Side AirbagFront Side Airbag with Head ProtectionFront Split Bench SeatFull Size Spare TireHandsfree WirelessHeated Exterior MirrorHeated SeatsHeated Steering WheelHigh Intensity Discharge HeadlightsInterval WipersKeyless EntryLeather SeatsLeather Steering WheelLocking Pickup Truck TailgateLuggage RackMemory SeatsMP3 CD PlayerNavigationOwners ManualPassenger AirbagPassenger Multi-Adjustable Power SeatPickup Truck Cargo Box LightPower BrakesPower LocksPower MirrorsPower SeatsPower SteeringPower WindowsRear AirRear AirbagsRear DefrosterRemote IgnitionRunning BoardsSatellite RadioSecond Row Folding SeatSecond Row Multi-Adjustable Power SeatSecond Row Side AirbagSecond Row Side Airbag with Head ProtectionSecond Row Sound ControlsSeparate Driver/Front Passenger Climate ControlsSide AirbagsSide Head Curtain AirbagSkid PlateSteering Wheel Mounted ControlsSubwooferSun RoofTilt WheelTinted WindowsTire Pressure MonitorTow PackageTowing Preparation PackageTraction ControlTrip ComputerVehicle Stability Control SystemWoodgrain4WD/AWDABS BrakesAM/FM RadioCD PlayerCruise ControlDeep Tinted GlassPower Adjustable Exterior MirrorPower Door LocksTachometerTilt SteeringTilt Steering ColumnVehicle Anti-Theft Visit our virtualÂ showroom:burnsautomart 'dot' com Â  Address:6313 Preston HighwayÂ Louisville, KY Â Schedule your test drive today:502-386-3157Quality Pre Owned Cars Trucks and SUV's at Fantastic Prices - burnsautomart 'dot' com Â                          BatchID: IT4NDMS1HQID: 13358979",ky,38.1596,-85.6977
